dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,wide-v2-1.5k,0.5,10000,0,0.75,0.6868686868686869,[0.5859375 0.4140625] [0.8665934  0.13340656] [0.86729336 0.13270663] [0.3857422 0.6142578] [0.54065937 0.45934066] [0.42333984 0.57666016] [0.37387058 0.62612945] [0.42417583 0.5758242 ] [0.81288904 0.18711095] [0.42822266 0.57177734] [0.69091797 0.30908203] [0.7572318  0.24276821] [0.38427734 0.61572266] [0.57114965 0.42885038] [0.7839883  0.21601172] [0.64697266 0.35302734] [0.6147461 0.3852539] [0.5978022 0.4021978] [0.80898327 0.19101672] [0.74365234 0.25634766],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k,0.5,10000,0,0.85,0.8787878787878788,[0.2776557  0.72234434] [0.8299768  0.17002319] [0.28808594 0.71191406] [0.7219917 0.2780083] [0.7507933  0.24920674] [0.6201172 0.3798828] [0.39794922 0.6020508 ] [0.51526254 0.4847375 ] [0.53137976 0.46862027] [0.5641026  0.43589744] [0.2884005 0.7115995] [0.43554688 0.5644531 ] [0.8059556  0.19404443] [0.390625 0.609375] [0.84092295 0.15907703] [0.41489622 0.5851038 ] [0.74835247 0.25164756] [0.43115234 0.56884766] [0.74658203 0.25341797] [0.50451773 0.4954823 ],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k,0.5,10000,0,0.75,0.8787878787878787,[0.5751953 0.4248047] [0.42626953 0.57373047] [0.4921875 0.5078125] [0.43833944 0.5616606 ] [0.74835247 0.25164756] [0.73260075 0.26739928] [0.83994627 0.16005372] [0.81347656 0.18652344] [0.40625 0.59375] [0.7760684  0.22393163] [0.4868164 0.5131836] [0.7495117  0.25048828] [0.45117188 0.5488281 ] [0.6614596 0.3385404] [0.86024654 0.13975345] [0.821677   0.17832296] [0.4091797 0.5908203] [0.4248047 0.5751953] [0.7446289 0.2553711] [0.7692308  0.23076923],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k,0.5,10000,0,0.8,0.8888888888888888,[0.51526254 0.4847375 ] [0.5161133  0.48388672] [0.44126984 0.5587302 ] [0.42822266 0.57177734] [0.7705078  0.22949219] [0.65478516 0.34521484] [0.45277032 0.5472297 ] [0.7008547 0.2991453] [0.41782662 0.5821734 ] [0.7674844  0.23251556] [0.7081807 0.2918193] [0.3860806  0.61391944] [0.51416016 0.48583984] [0.7634855  0.23651452] [0.37939453 0.62060547] [0.7962895  0.20371048] [0.82881564 0.17118438] [0.4272461 0.5727539] [0.41308594 0.58691406] [0.42089844 0.57910156],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k,0.5,10000,0,0.8,0.7395833333333334,[0.37435898 0.62564105] [0.35498047 0.64501953] [0.6381836 0.3618164] [0.8099597  0.19004028] [0.3826618  0.61733824] [0.5058594  0.49414062] [0.765625 0.234375] [0.35824177 0.64175826] [0.8339844  0.16601562] [0.43638584 0.5636142 ] [0.78447646 0.21552356] [0.6699219  0.33007812] [0.8519468  0.14805321] [0.4086914 0.5913086] [0.386569   0.61343104] [0.34439835 0.6556017 ] [0.6333008  0.36669922] [0.77324873 0.22675128] [0.38183594 0.61816406] [0.4663086 0.5336914],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-1.5k,0.5,20000,20000,0.55,0.5656565656565656,[0.58140105 0.41859898] [0.6512082 0.3487918] [0.6401367  0.35986328] [0.51416016 0.48583984] [0.53675216 0.46324787] [0.5727539 0.4272461] [0.5440782  0.45592186] [0.52649575 0.47350428] [0.64175826 0.35824177] [0.52356535 0.47643468] [0.6142578 0.3857422] [0.63492066 0.36507937] [0.51623935 0.48376068] [0.54674155 0.45325848] [0.6459961 0.3540039] [0.566268 0.433732] [0.53137976 0.46862027] [0.5770076  0.42299244] [0.62466425 0.37533578] [0.59814453 0.40185547],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k,0.5,20000,20000,0.55,0.8585858585858585,[0.56396484 0.43603516] [0.6044922 0.3955078] [0.5626374  0.43736264] [0.6067855  0.39321455] [0.57714844 0.42285156] [0.6116671  0.38833293] [0.5496705 0.4503295] [0.55552846 0.44447157] [0.5654297 0.4345703] [0.56689453 0.43310547] [0.564591   0.43540904] [0.557265   0.44273505] [0.61880344 0.3811966 ] [0.55126953 0.44873047] [0.6040039 0.3959961] [0.5605469  0.43945312] [0.61376953 0.38623047] [0.54541016 0.45458984] [0.61245424 0.3875458 ] [0.5571289 0.4428711],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k,0.5,20000,20000,0.55,0.6868686868686867,[0.5748474  0.42515263] [0.5522461 0.4477539] [0.5576172 0.4423828] [0.5501587  0.44984135] [0.605321   0.39467904] [0.5854492  0.41455078] [0.62515265 0.37484738] [0.6113281  0.38867188] [0.5673828 0.4326172] [0.61083984 0.38916016] [0.5565048  0.44349524] [0.6171875 0.3828125] [0.5605469  0.43945312] [0.60854703 0.391453  ] [0.6155724  0.38442764] [0.6031746 0.3968254] [0.5560166 0.4439834] [0.5566406  0.44335938] [0.6269531  0.37304688] [0.6220703 0.3779297],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k,0.5,20000,20000,0.55,0.702020202020202,[0.5550403  0.44495973] [0.5567766  0.44322345] [0.54785156 0.45214844] [0.581685   0.41831502] [0.62387115 0.37612888] [0.6272883  0.37271175] [0.58740234 0.41259766] [0.6243593  0.37564072] [0.5431014  0.45689866] [0.6268001 0.3731999] [0.5942383  0.40576172] [0.5728938  0.42710623] [0.55064684 0.4493532 ] [0.62612945 0.37387058] [0.54771787 0.45228216] [0.6272883  0.37271175] [0.63199025 0.36800978] [0.551135   0.44886503] [0.5535758  0.44642422] [0.5473633  0.45263672],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k,0.5,20000,20000,0.6,0.5885416666666666,[0.5253906  0.47460938] [0.52161175 0.47838828] [0.5899878  0.41001222] [0.63720703 0.36279297] [0.5253906  0.47460938] [0.53040296 0.46959707] [0.6352539 0.3647461] [0.51123047 0.48876953] [0.6298828 0.3701172] [0.5821734  0.41782662] [0.6381836 0.3618164] [0.59375 0.40625] [0.62515265 0.37484738] [0.5678711 0.4321289] [0.51953125 0.48046875] [0.53186816 0.46813187] [0.5472297  0.45277032] [0.63427734 0.36572266] [0.5733822  0.42661783] [0.53040296 0.46959707],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-1.5k,0.5,30000,30000,0.55,0.6060606060606061,[0.584127   0.41587302] [0.6243593  0.37564072] [0.61880344 0.3811966 ] [0.5616606  0.43833944] [0.5620117  0.43798828] [0.5733822  0.42661783] [0.56689453 0.43310547] [0.5571289 0.4428711] [0.61816406 0.38183594] [0.5601954  0.43980464] [0.60546875 0.39453125] [0.6165487 0.3834513] [0.55455214 0.4454479 ] [0.56591797 0.43408203] [0.6176758  0.38232422] [0.578125 0.421875] [0.5667562  0.43324384] [0.5786133  0.42138672] [0.6098633  0.39013672] [0.61245424 0.3875458 ],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k,0.5,30000,30000,0.55,0.8434343434343434,[0.5804247 0.4195753] [0.5809129  0.41908714] [0.5758242  0.42417583] [0.605321   0.39467904] [0.5878906  0.41210938] [0.61508423 0.3849158 ] [0.56577986 0.43422017] [0.5678711 0.4321289] [0.5724054  0.42759463] [0.5887235  0.41127655] [0.5601954  0.43980464] [0.5631258  0.43687424] [0.61376953 0.38623047] [0.5546875 0.4453125] [0.6062973  0.39370272] [0.5576172 0.4423828] [0.61328125 0.38671875] [0.5804247 0.4195753] [0.5968254 0.4031746] [0.5565048  0.44349524],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k,0.5,30000,30000,0.55,0.7272727272727272,[0.5761719  0.42382812] [0.5641026  0.43589744] [0.574359   0.42564103] [0.58154297 0.41845703] [0.61343104 0.386569  ] [0.57666016 0.42333984] [0.61376953 0.38623047] [0.605321   0.39467904] [0.5733822  0.42661783] [0.61294264 0.3870574 ] [0.5805664 0.4194336] [0.61684984 0.3831502 ] [0.56968516 0.43031487] [0.5961914 0.4038086] [0.61572266 0.38427734] [0.6069336 0.3930664] [0.56591797 0.43408203] [0.57714844 0.42285156] [0.6106908  0.38930926] [0.6191406  0.38085938],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k,0.5,30000,30000,0.55,0.712121212121212,[0.5616606  0.43833944] [0.5625 0.4375] [0.5644531  0.43554688] [0.5763126  0.42368743] [0.60190386 0.39809617] [0.6040039 0.3959961] [0.57958984 0.42041016] [0.60498047 0.39501953] [0.5601954  0.43980464] [0.6040039 0.3959961] [0.5831502  0.41684982] [0.56884766 0.43115234] [0.562149   0.43785104] [0.603663 0.396337] [0.56103516 0.43896484] [0.60302734 0.39697266] [0.60727364 0.3927264 ] [0.5677325  0.43226752] [0.56103516 0.43896484] [0.5592186  0.44078144],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k,0.5,30000,30000,0.6,0.5833333333333333,[0.52490234 0.47509766] [0.52356535 0.47643468] [0.5560166 0.4439834] [0.61083984 0.38916016] [0.51916975 0.48083028] [0.52991456 0.47008547] [0.6041514 0.3958486] [0.5185547 0.4814453] [0.5991211 0.4008789] [0.5644531  0.43554688] [0.60498047 0.39501953] [0.5654297 0.4345703] [0.59277344 0.40722656] [0.5486942  0.45130584] [0.52307695 0.47692308] [0.5263672 0.4736328] [0.53186816 0.46813187] [0.6015625 0.3984375] [0.5449219  0.45507812] [0.53235656 0.46764347],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
