dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,wide-v2-8k,0.0,10000,0,0.8,0.8888888888888888,[0.8529232  0.14707677] [0.959297   0.04070299] [0.9562298  0.04377022] [0.1899414 0.8100586] [0.6697584  0.33024165] [0.3359375 0.6640625] [0.10400391 0.8959961 ] [0.44273505 0.557265  ] [0.84950566 0.15049432] [0.61001223 0.3899878 ] [0.6542969  0.34570312] [0.78574044 0.21425955] [0.42041016 0.57958984] [0.64501953 0.35498047] [0.83984375 0.16015625] [0.91004515 0.08995484] [0.88633865 0.11366133] [0.8509703  0.14902966] [0.78271484 0.21728516] [0.87679255 0.12320742],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-8k,0.0,10000,0,0.9,0.9797979797979798,[0.40053698 0.59946305] [0.9014222 0.0985778] [0.20429583 0.7957042 ] [0.8619216  0.13807838] [0.8211888  0.17881118] [0.54163617 0.45836386] [0.2866211 0.7133789] [0.5616606  0.43833944] [0.64501953 0.35498047] [0.60009766 0.39990234] [0.19765596 0.802344  ] [0.33528695 0.6647131 ] [0.89312094 0.10687909] [0.2952381 0.7047619] [0.8723456  0.12765439] [0.3251953 0.6748047] [0.90570647 0.09429356] [0.35384616 0.64615387] [0.78759766 0.21240234] [0.48095703 0.51904297],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-8k,0.0,10000,0,0.85,0.9090909090909091,[0.7949219  0.20507812] [0.31233212 0.6876679 ] [0.5683594  0.43164062] [0.4117647 0.5882353] [0.77324873 0.22675128] [0.9119424  0.08805761] [0.9221001  0.07789988] [0.82285434 0.17714565] [0.39013672 0.6098633 ] [0.82177734 0.17822266] [0.61215526 0.38784477] [0.7940422  0.20595776] [0.41001222 0.5899878 ] [0.5366211 0.4633789] [0.9503983  0.04960166] [0.8950742  0.10492584] [0.3771052 0.6228948] [0.35888672 0.6411133 ] [0.84033203 0.15966797] [0.87679255 0.12320742],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-8k,0.0,10000,0,0.85,0.9090909090909091,[0.7037851 0.2962149] [0.69384766 0.30615234] [0.53271484 0.46728516] [0.27734375 0.72265625] [0.85009766 0.14990234] [0.62402344 0.37597656] [0.35595703 0.64404297] [0.77558    0.22442003] [0.33414695 0.6658531 ] [0.8211888  0.17881118] [0.76543814 0.23456188] [0.40004882 0.5999512 ] [0.68652344 0.31347656] [0.80322266 0.19677734] [0.30322266 0.69677734] [0.8925781  0.10742188] [0.9279043  0.07209572] [0.47753906 0.52246094] [0.36669922 0.6333008 ] [0.3491211 0.6508789],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-8k,0.0,10000,0,0.75,0.8541666666666666,[0.29589844 0.70410156] [0.2911887  0.70881134] [0.8900824  0.10991761] [0.9061947  0.09380531] [0.3203125 0.6796875] [0.68049794 0.3195021 ] [0.86240995 0.13759004] [0.37484738 0.62515265] [0.9190575 0.0809425] [0.21972656 0.78027344] [0.81777126 0.18222873] [0.66015625 0.33984375] [0.9688535  0.03114652] [0.27685547 0.72314453] [0.4140625 0.5859375] [0.24130355 0.75869644] [0.8907337  0.10926627] [0.923659 0.076341] [0.2411183 0.7588817] [0.6433976 0.3566024],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-8k,0.0,20000,10000,0.75,0.8484848484848484,[0.73095703 0.26904297] [0.90739274 0.09260729] [0.90754867 0.09245133] [0.14229925 0.85770077] [0.5644531  0.43554688] [0.3310547 0.6689453] [0.06114976 0.9388502 ] [0.3321943  0.66780573] [0.7562553  0.24374466] [0.49072266 0.50927734] [0.58154297 0.41845703] [0.6778999  0.32210013] [0.29248047 0.70751953] [0.6323242  0.36767578] [0.7495117  0.25048828] [0.88433135 0.11566868] [0.8747253  0.12527473] [0.62841797 0.37158203] [0.6901099  0.30989012] [0.84189963 0.15810035],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-8k,0.0,20000,10000,0.85,0.9797979797979797,[0.46666667 0.53333336] [0.8116225  0.18837748] [0.2072248 0.7927752] [0.6972656  0.30273438] [0.63540906 0.36459097] [0.47545788 0.52454215] [0.2758789 0.7241211] [0.4493532  0.55064684] [0.47558594 0.52441406] [0.51171875 0.48828125] [0.21572457 0.7842754 ] [0.36376953 0.63623047] [0.7890625 0.2109375] [0.3334961 0.6665039] [0.71746033 0.2825397 ] [0.3359375 0.6640625] [0.78847796 0.21152203] [0.3855922  0.61440784] [0.591453 0.408547] [0.3876953 0.6123047],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-8k,0.0,20000,10000,0.85,0.9393939393939394,[0.6878204  0.31217965] [0.2758789 0.7241211] [0.54212457 0.45787546] [0.34375 0.65625] [0.54527706 0.45472297] [0.7855486  0.21445136] [0.7836914 0.2163086] [0.7050781  0.29492188] [0.37353516 0.62646484] [0.7696252 0.2303748] [0.46617827 0.53382176] [0.5957031  0.40429688] [0.4555664 0.5444336] [0.43554688 0.5644531 ] [0.8345745  0.16542546] [0.7647418 0.2352582] [0.4017094 0.5982906] [0.31868133 0.6813187 ] [0.6464844  0.35351562] [0.73321944 0.26678059],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-8k,0.0,20000,10000,0.9,0.9393939393939393,[0.57177734 0.42822266] [0.6040039 0.3959961] [0.54527706 0.45472297] [0.2548828 0.7451172] [0.61880344 0.3811966 ] [0.49853516 0.50146484] [0.3973138 0.6026862] [0.5706615  0.42933854] [0.35286936 0.64713067] [0.71501833 0.2849817 ] [0.6694336 0.3305664] [0.39809617 0.60190386] [0.52441406 0.47558594] [0.625 0.375] [0.234375 0.765625] [0.6912375  0.30876252] [0.7694373  0.23056267] [0.42285156 0.57714844] [0.26336345 0.7366366 ] [0.46728516 0.53271484],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-8k,0.0,20000,10000,0.75,0.8333333333333333,[0.29492188 0.7050781 ] [0.27849647 0.72150356] [0.82177734 0.17822266] [0.90082395 0.09917608] [0.2796093  0.72039074] [0.7029534  0.29704663] [0.8545965  0.14540349] [0.34114775 0.6588523 ] [0.7493288  0.25067124] [0.21054558 0.7894544 ] [0.72869354 0.27130648] [0.7368164 0.2631836] [0.90472996 0.09527007] [0.25634766 0.74365234] [0.36214897 0.63785106] [0.22988646 0.7701135 ] [0.8477597  0.15224026] [0.83603954 0.16396044] [0.202442 0.797558] [0.6171875 0.3828125],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-8k,0.0,30000,20000,0.75,0.8282828282828283,[0.65234375 0.34765625] [0.88091314 0.11908686] [0.8908425  0.10915751] [0.22021484 0.77978516] [0.6502319  0.34976813] [0.45472297 0.54527706] [0.11952142 0.88047856] [0.51526254 0.4847375 ] [0.7645551  0.23544489] [0.57666016 0.42333984] [0.62890625 0.37109375] [0.6936783 0.3063217] [0.35757872 0.6424213 ] [0.64160156 0.35839844] [0.71501833 0.2849817 ] [0.8502014  0.14979856] [0.86056167 0.13943835] [0.61215526 0.38784477] [0.68652344 0.31347656] [0.82197803 0.17802198],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
