dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,realmlp,0.5,10000,0,0.9,0.9797979797979797,[0.93180686 0.0681931 ] [0.9526518  0.04734814] [0.9084457  0.09155424] [0.75443095 0.24556908] [0.9152718  0.08472815] [0.5735611 0.4264389] [0.20223516 0.79776484] [0.10629892 0.8937011 ] [0.68801224 0.31198773] [0.67098534 0.32901463] [0.17586511 0.8241349 ] [0.4909161  0.50908387] [0.1486392 0.8513608] [0.9908664 0.0091335] [0.42519647 0.57480353] [0.93916315 0.06083688] [0.9887588  0.01124113] [0.98283064 0.01716935] [0.21751492 0.78248507] [0.9294849  0.07051506],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,realmlp,0.5,10000,0,0.85,0.9595959595959596,[0.7793435  0.22065647] [0.94037294 0.05962712] [0.06188948 0.93811053] [0.48764524 0.51235473] [0.8564224  0.14357755] [0.48516405 0.51483595] [0.16299358 0.8370064 ] [0.10703326 0.89296675] [0.4393447 0.5606553] [0.76558244 0.23441756] [0.07519674 0.9248032 ] [0.01553026 0.9844698 ] [0.9314738  0.06852622] [0.13613294 0.86386704] [0.80245596 0.19754405] [0.05156533 0.9484347 ] [0.88926333 0.11073665] [0.0366188 0.9633812] [0.923754   0.07624605] [0.06789678 0.93210316],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,realmlp,0.5,10000,0,0.7,0.7878787878787878,[0.8830199  0.11698004] [0.226118 0.773882] [0.6705789  0.32942107] [0.3807675  0.61923254] [0.8274112  0.17258881] [0.88553596 0.11446402] [0.7766548  0.22334519] [0.5717808  0.42821923] [0.52557814 0.47442183] [0.90765613 0.09234385] [0.32085288 0.6791471 ] [0.89503115 0.10496885] [0.74846816 0.2515319 ] [0.7572176 0.2427824] [0.923909   0.07609093] [0.9054227  0.09457731] [0.263277 0.736723] [0.18898438 0.8110156 ] [0.761082 0.238918] [0.7543593  0.24564068],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,realmlp,0.5,10000,0,0.6,0.9393939393939394,[0.3880487 0.6119513] [0.28681207 0.7131879 ] [0.39511776 0.6048822 ] [0.04142317 0.9585768 ] [0.32738012 0.6726199 ] [0.07388158 0.9261184 ] [0.09872738 0.90127265] [0.39141423 0.60858583] [0.12361245 0.87638754] [0.47962466 0.5203754 ] [0.59527683 0.40472323] [0.24165255 0.7583475 ] [0.36391163 0.63608843] [0.43762323 0.56237674] [0.03078292 0.9692171 ] [0.6346002 0.3653998] [0.90499717 0.09500284] [0.07517092 0.9248291 ] [0.05865646 0.94134355] [0.32341674 0.67658323],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,realmlp,0.5,10000,0,0.7,0.7395833333333334,[0.15425037 0.8457496 ] [0.16216771 0.8378323 ] [0.58015895 0.419841  ] [0.9355533  0.06444667] [0.19154428 0.80845577] [0.4033451 0.5966549] [0.71766275 0.2823372 ] [0.06631863 0.93368137] [0.8917382 0.1082618] [0.32199305 0.67800695] [0.8840937  0.11590633] [0.2570824 0.7429176] [0.9537074  0.04629264] [0.138815   0.86118495] [0.1911305  0.80886954] [0.10101724 0.89898276] [0.9254848  0.07451524] [0.8425419  0.15745811] [0.24215052 0.7578495 ] [0.11219836 0.88780165],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,realmlp,0.5,20000,20000,0.75,0.8282828282828283,[0.56772095 0.43227914] [0.92689013 0.0731098 ] [0.88850695 0.11149304] [0.21478872 0.78521127] [0.6314966  0.36850333] [0.15631452 0.8436855 ] [0.1628745 0.8371254] [0.3267729  0.67322713] [0.8639833  0.13601668] [0.44075167 0.55924827] [0.5759031  0.42409688] [0.67892504 0.32107493] [0.3077219 0.692278 ] [0.81987274 0.18012731] [0.7643051  0.23569492] [0.6619029  0.33809704] [0.776682   0.22331792] [0.6443111  0.35568893] [0.6821982 0.3178018] [0.9458043  0.05419574],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,realmlp,0.5,20000,20000,0.7,0.8787878787878787,[0.26570946 0.7342905 ] [0.785491   0.21450897] [0.05099942 0.9490006 ] [0.28040686 0.7195931 ] [0.40186477 0.59813523] [0.34138098 0.65861905] [0.1887732  0.81122684] [0.25142917 0.74857086] [0.22873323 0.77126676] [0.17764683 0.8223532 ] [0.04660157 0.95339847] [0.11015526 0.8898447 ] [0.74118257 0.25881743] [0.35976198 0.6402381 ] [0.52785033 0.47214967] [0.05654676 0.94345325] [0.64551646 0.35448357] [0.21867257 0.7813274 ] [0.55808747 0.4419126 ] [0.12334117 0.8766588 ],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,realmlp,0.5,20000,20000,0.8,0.7474747474747475,[0.72856027 0.27143973] [0.2212983 0.7787017] [0.8464358 0.1535642] [0.1519605  0.84803945] [0.8567196  0.14328039] [0.8647063  0.13529377] [0.8940169 0.1059831] [0.75769484 0.24230517] [0.22272576 0.77727425] [0.92472154 0.07527845] [0.26231357 0.73768646] [0.93310255 0.06689738] [0.48673934 0.5132606 ] [0.91445374 0.08554626] [0.9231868  0.07681321] [0.8919128  0.10808718] [0.33238646 0.6676135 ] [0.1473826  0.85261744] [0.84778756 0.1522124 ] [0.93202657 0.06797341],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,realmlp,0.5,20000,20000,0.8,0.9393939393939393,[0.39636913 0.60363084] [0.5043508 0.4956492] [0.57450944 0.4254906 ] [0.06117318 0.9388268 ] [0.69030225 0.30969775] [0.52845454 0.47154543] [0.14762624 0.85237384] [0.46505874 0.5349413 ] [0.2521987 0.7478013] [0.65580595 0.34419402] [0.60589206 0.3941079 ] [0.22437373 0.77562624] [0.20812236 0.7918777 ] [0.7517917  0.24820821] [0.07527715 0.9247229 ] [0.73629916 0.2637008 ] [0.8300301  0.16996989] [0.13638368 0.8636163 ] [0.08698905 0.913011  ] [0.41735867 0.58264136],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,realmlp,0.5,20000,20000,0.75,0.6875000000000001,[0.04959549 0.9504046 ] [0.104766  0.8952339] [0.7678198  0.23218024] [0.9267568  0.07324317] [0.08601634 0.9139837 ] [0.1743248 0.8256752] [0.81358296 0.18641703] [0.06868217 0.93131787] [0.8206851  0.17931496] [0.357653   0.64234704] [0.884597   0.11540297] [0.58322006 0.41677988] [0.90324724 0.09675279] [0.13778464 0.86221534] [0.06944357 0.9305564 ] [0.09566236 0.90433764] [0.8063993  0.19360071] [0.7071569  0.29284307] [0.20305742 0.7969426 ] [0.12284043 0.87715954],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
