dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,tabicl,0.0,10000,0,0.6,0.7373737373737373,[0.69614196 0.303858  ] [0.9053409 0.0946591] [0.6464106  0.35358945] [0.75213397 0.24786602] [0.45509094 0.54490906] [0.61970145 0.38029858] [0.092907 0.907093] [0.49132028 0.5086797 ] [0.8538857  0.14611432] [0.38696936 0.6130306 ] [0.6698409  0.33015916] [0.8919157  0.10808431] [0.2618759  0.73812413] [0.97760004 0.02239995] [0.3615654 0.6384346] [0.47668788 0.5233121 ] [0.9853092  0.01469087] [0.8879841  0.11201595] [0.6288634 0.3711366] [0.86640906 0.13359095],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,tabicl,0.0,10000,0,0.7,0.8585858585858586,[0.89170635 0.10829367] [0.9300782  0.06992184] [0.03580568 0.9641943 ] [0.41563654 0.58436346] [0.98197734 0.01802266] [0.5658053 0.4341947] [0.20062725 0.79937273] [0.46371403 0.53628594] [0.49240512 0.50759494] [0.9390869  0.06091308] [0.38234645 0.61765355] [0.6318973  0.36810273] [0.86156416 0.1384359 ] [0.89623123 0.1037688 ] [0.81408566 0.18591435] [0.03268568 0.96731436] [0.6596854  0.34031463] [0.4174825 0.5825175] [0.91928893 0.08071101] [0.15357739 0.8464226 ],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,tabicl,0.0,10000,0,0.75,0.8383838383838385,[0.99174976 0.00825027] [0.01626877 0.98373127] [0.8237384  0.17626162] [0.81702363 0.18297638] [0.04805728 0.95194274] [0.9798248  0.02017517] [0.9339281  0.06607199] [0.51356    0.48643997] [0.07020462 0.9297954 ] [0.59538805 0.40461197] [0.9812928  0.01870723] [0.713742   0.28625795] [0.10147066 0.89852935] [0.01795557 0.98204446] [0.88370514 0.11629485] [0.45078918 0.5492108 ] [0.48643997 0.51356   ] [0.16401 0.83599] [0.5276411  0.47235888] [0.9927164  0.00728358],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,tabicl,0.0,10000,0,0.65,0.6363636363636364,[0.7997206  0.20027947] [0.9526819  0.04731815] [0.16105616 0.83894384] [0.2652456 0.7347544] [0.89170635 0.10829369] [0.4880665 0.5119335] [0.17173925 0.8282608 ] [0.51410216 0.4858978 ] [0.23553795 0.76446205] [0.90355927 0.09644072] [0.48210403 0.517896  ] [0.8145778  0.18542215] [0.93802315 0.06197684] [0.9639689  0.03603114] [0.32513952 0.67486054] [0.87928504 0.12071495] [0.97073096 0.02926904] [0.6821975 0.3178025] [0.95534694 0.0446531 ] [0.38029858 0.61970145],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,tabicl,0.0,10000,0,0.55,0.6875,[0.5260181 0.4739819] [0.0910044 0.9089956] [0.47614664 0.52385336] [0.82810634 0.17189364] [0.9028002  0.09719981] [0.8700093  0.12999064] [0.96623397 0.03376606] [0.0421753  0.95782465] [0.851432   0.14856803] [0.00613648 0.99386346] [0.95345837 0.04654165] [0.61765355 0.38234645] [0.96430653 0.03569348] [0.43632844 0.5636715 ] [0.01608743 0.9839126 ] [0.65822226 0.34177777] [0.98759496 0.01240504] [0.9683945  0.03160548] [0.03800334 0.9619967 ] [0.8142499  0.18575014],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,tabicl,0.0,20000,10000,0.6,0.5757575757575757,[0.79088944 0.20911056] [0.8495002  0.15049985] [0.77161413 0.22838587] [0.22120112 0.7787989 ] [0.578554 0.421446] [0.11730225 0.88269776] [0.49294752 0.5070525 ] [0.50488263 0.49511734] [0.7389623  0.26103777] [0.24224545 0.75775456] [0.5927714  0.40722856] [0.79832655 0.20167343] [0.83419687 0.16580315] [0.8135925 0.1864075] [0.87147486 0.12852515] [0.55886215 0.44113788] [0.46965536 0.53034467] [0.5357462  0.46425375] [0.76112443 0.23887554] [0.89399004 0.10600995],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,tabicl,0.0,20000,10000,0.55,0.5858585858585859,[0.9133851  0.08661491] [0.33836856 0.66163146] [0.8760228  0.12397712] [0.6329062  0.36709377] [0.35012507 0.6498749 ] [0.81144375 0.1885563 ] [0.7765477  0.22345236] [0.71062833 0.2893717 ] [0.96734864 0.03265138] [0.1067837 0.8932163] [0.03910941 0.96089065] [0.9924914  0.00750861] [0.9613165 0.0386835] [0.8226329  0.17736715] [0.96227336 0.03772663] [0.717496 0.282504] [0.89753574 0.10246426] [0.09767692 0.90232307] [0.6688803  0.33111975] [0.0173211 0.9826789],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,tabicl,0.0,20000,10000,0.7,0.6363636363636364,[0.8204055  0.17959453] [0.23927031 0.7607297 ] [0.6439266  0.35607338] [0.49511734 0.50488263] [0.7599387  0.24006127] [0.303858   0.69614196] [0.7499021  0.25009787] [0.5990422  0.40095785] [0.52710015 0.47289988] [0.8069203  0.19307974] [0.7302899  0.26971012] [0.8243677  0.17563228] [0.551359 0.448641] [0.81669897 0.18330109] [0.77598226 0.22401774] [0.63793355 0.36206648] [0.3206322  0.67936784] [0.21181506 0.78818494] [0.8464227  0.15357739] [0.8017979  0.19820207],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,tabicl,0.0,20000,10000,0.6,0.6666666666666666,[0.53034455 0.46965542] [0.8888446  0.11115538] [0.9490066 0.0509934] [0.13434628 0.86565375] [0.9657348  0.03426521] [0.93158025 0.06841981] [0.9559676  0.04403234] [0.48481372 0.51518625] [0.69843227 0.3015677 ] [0.80403006 0.19596992] [0.39394188 0.6060581 ] [0.62835675 0.37164328] [0.35582468 0.64417535] [0.47208855 0.5279114 ] [0.7767359  0.22326414] [0.7956934  0.20430663] [0.7810339  0.21896613] [0.12327176 0.8767283 ] [0.6645403  0.33545968] [0.4365953 0.5634047],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,tabicl,0.0,20000,10000,0.65,0.5416666666666667,[0.64888674 0.3511133 ] [0.52195853 0.4780415 ] [0.60476214 0.3952379 ] [0.5987815  0.40121853] [0.62607336 0.3739266 ] [0.595388 0.404612] [0.57802474 0.42197526] [0.5284523 0.4715477] [0.70366263 0.2963374 ] [0.4542838  0.54571617] [0.5059676  0.49403235] [0.4593995  0.54060054] [0.79639804 0.20360193] [0.5419476 0.4580524] [0.6618743  0.33812568] [0.7383338 0.2616662] [0.51166236 0.4883376 ] [0.7499021  0.25009787] [0.3080052 0.6919948] [0.5854173  0.41458276],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,tabicl,0.0,30000,20000,0.65,0.7474747474747474,[0.9300076  0.06999242] [0.92778605 0.07221393] [0.68874764 0.31125236] [0.02743144 0.9725686 ] [0.95676005 0.04323993] [0.47289988 0.52710015] [0.8412759  0.15872414] [0.23145977 0.7685402 ] [0.9263185  0.07368146] [0.29883233 0.7011677 ] [0.4734408 0.5265592] [0.9117401  0.08825985] [0.06166218 0.93833786] [0.91550726 0.08449276] [0.8454327 0.1545673] [0.18805876 0.81194127] [0.32300034 0.6769997 ] [0.9609924  0.03900759] [0.6812557  0.31874427] [0.8014528 0.1985472],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,tabicl,0.0,30000,20000,0.5,0.5959595959595959,[0.16400999 0.83599   ] [0.5508222  0.44917783] [0.2789983  0.72100174] [0.86013436 0.13986565] [0.22857717 0.77142286] [0.55912954 0.44087043] [0.33667025 0.6633298 ] [0.31780252 0.6821975 ] [0.94960713 0.05039291] [0.14530392 0.8546961 ] [0.520063   0.47993702] [0.9583042  0.04169576] [0.9242179  0.07578216] [0.6291166  0.37088344] [0.98814106 0.01185894] [0.08817258 0.91182745] [0.48860875 0.5113913 ] [0.8310212  0.16897881] [0.87566894 0.12433108] [0.08217207 0.91782796],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,tabicl,0.0,30000,20000,0.7,0.7373737373737373,[0.75071526 0.24928477] [0.51464427 0.48535576] [0.810112   0.18988803] [0.36482784 0.6351721 ] [0.96806073 0.03193927] [0.9748584  0.02514158] [0.9568946  0.04310545] [0.8341969 0.1658031] [0.19443576 0.8055642 ] [0.90944344 0.09055658] [0.8821349  0.11786513] [0.07563031 0.9243697 ] [0.9457902  0.05420985] [0.88525724 0.11474274] [0.44461834 0.55538166] [0.5341265  0.46587345] [0.89399004 0.10600995] [0.37596095 0.62403905] [0.8858072  0.11419279] [0.9969594  0.00304064],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,tabicl,0.0,30000,20000,0.5,0.43434343434343436,[0.57431525 0.42568475] [0.56313777 0.4368623 ] [0.88980573 0.11019424] [0.6406858  0.35931417] [0.86143464 0.13856538] [0.98860854 0.01139147] [0.87147486 0.12852515] [0.6055399 0.3944601] [0.4556292 0.5443708] [0.76699245 0.23300752] [0.92291576 0.07708425] [0.8281064  0.17189363] [0.6676776  0.33232245] [0.5811975  0.41880253] [0.5411394  0.45886058] [0.7020764  0.29792365] [0.46425375 0.5357462 ] [0.74229723 0.25770277] [0.08022926 0.9197707 ] [0.7188138  0.28118622],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,tabicl,0.0,30000,20000,0.7,0.7395833333333333,[0.29588506 0.7041149 ] [0.6308871 0.3691129] [0.89941627 0.10058374] [0.6850137  0.31498626] [0.4875243  0.51247567] [0.8963321  0.10366796] [0.51356    0.48643997] [0.5400615  0.45993853] [0.9641943 0.0358057] [0.51518625 0.48481372] [0.8257772  0.17422286] [0.9453434  0.05465663] [0.9551149 0.0448851] [0.7949869  0.20501314] [0.3749433 0.6250567] [0.23671222 0.7632878 ] [0.9176641  0.08233587] [0.9187237  0.08127634] [0.92306995 0.07693002] [0.8934748  0.10652521],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
