dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,wide-v2-1.5k,0.02,10000,0,0.75,0.6868686868686869,[0.58740234 0.41259766] [0.8663167  0.13368331] [0.86756986 0.13243012] [0.38623047 0.61376953] [0.54017097 0.45982906] [0.42333984 0.57666016] [0.37402344 0.62597656] [0.4243164 0.5756836] [0.8126984  0.18730159] [0.42822266 0.57177734] [0.69140625 0.30859375] [0.75741667 0.24258332] [0.38427734 0.61572266] [0.5714286  0.42857143] [0.78447646 0.21552356] [0.6479492  0.35205078] [0.6147461 0.3852539] [0.5996094  0.40039062] [0.80966914 0.19033085] [0.74365234 0.25634766],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k,0.02,10000,0,0.85,0.8787878787878788,[0.2780083 0.7219917] [0.82958984 0.17041016] [0.2869353  0.71306473] [0.72136754 0.2786325 ] [0.7507933  0.24920674] [0.62060547 0.37939453] [0.3984375 0.6015625] [0.51220703 0.48779297] [0.53333336 0.46666667] [0.5631258  0.43687424] [0.2893773 0.7106227] [0.4375 0.5625] [0.80605394 0.19394605] [0.38979742 0.6102026 ] [0.83907205 0.16092797] [0.41748047 0.58251953] [0.74835247 0.25164756] [0.4326172 0.5673828] [0.74658203 0.25341797] [0.50451773 0.4954823 ],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k,0.02,10000,0,0.75,0.8838383838383838,[0.5794484  0.42055163] [0.4267578 0.5732422] [0.4940171  0.50598294] [0.43980464 0.5601954 ] [0.74981695 0.25018308] [0.73699635 0.26300368] [0.8412059  0.15879409] [0.81396484 0.18603516] [0.4068831  0.59311694] [0.7762724  0.22372757] [0.48828125 0.51171875] [0.74981695 0.25018308] [0.45130584 0.5486942 ] [0.6621094  0.33789062] [0.86035156 0.13964844] [0.821677   0.17832296] [0.41015625 0.58984375] [0.42578125 0.57421875] [0.74591166 0.25408837] [0.77060187 0.22939812],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k,0.02,10000,0,0.8,0.8888888888888888,[0.5151367  0.48486328] [0.51672775 0.48327228] [0.44126984 0.5587302 ] [0.43066406 0.56933594] [0.7694373  0.23056267] [0.6557617  0.34423828] [0.45507812 0.5449219 ] [0.7011719  0.29882812] [0.41859898 0.58140105] [0.7667888  0.23321123] [0.70703125 0.29296875] [0.38784477 0.61215526] [0.51477414 0.4852259 ] [0.76181173 0.23818825] [0.38052234 0.6194777 ] [0.79550725 0.20449273] [0.8280239  0.17197607] [0.42885038 0.57114965] [0.41455078 0.5854492 ] [0.42152795 0.5784721 ],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k,0.02,10000,0,0.8,0.7395833333333334,[0.37387058 0.62612945] [0.35546875 0.64453125] [0.640625 0.359375] [0.81034905 0.18965097] [0.3821734  0.61782664] [0.50695974 0.4930403 ] [0.7662068  0.23379318] [0.35757872 0.6424213 ] [0.8363237 0.1636763] [0.4375 0.5625] [0.78564453 0.21435547] [0.6710623  0.32893774] [0.85274726 0.14725275] [0.4091797 0.5908203] [0.38720703 0.61279297] [0.34326172 0.6567383 ] [0.6352539 0.3647461] [0.77402025 0.22597973] [0.3828125 0.6171875] [0.46666667 0.53333336],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-1.5k,0.02,20000,20000,0.55,0.5151515151515151,[0.57993656 0.42006347] [0.6611328 0.3388672] [0.659507   0.34049305] [0.5449219  0.45507812] [0.5577534  0.44224665] [0.5756836 0.4243164] [0.584127   0.41587302] [0.53271484 0.46728516] [0.6495727  0.35042736] [0.54003906 0.45996094] [0.63168174 0.3683183 ] [0.6520147  0.34798536] [0.5410156  0.45898438] [0.562149   0.43785104] [0.6619478  0.33805224] [0.5826618  0.41733822] [0.5551758  0.44482422] [0.5945814 0.4054186] [0.6502319  0.34976813] [0.6333008  0.36669922],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k,0.02,20000,20000,0.55,0.8383838383838385,[0.5678711 0.4321289] [0.6098633  0.39013672] [0.56152344 0.43847656] [0.60952383 0.3904762 ] [0.5809129  0.41908714] [0.6155724  0.38442764] [0.54541016 0.45458984] [0.55162317 0.44837686] [0.5631258  0.43687424] [0.5761719  0.42382812] [0.55371094 0.44628906] [0.5566406  0.44335938] [0.62173384 0.3782662 ] [0.55371094 0.44628906] [0.605321   0.39467904] [0.564591   0.43540904] [0.61245424 0.3875458 ] [0.54771787 0.45228216] [0.61996585 0.38003418] [0.55552846 0.44447157],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k,0.02,20000,20000,0.55,0.6767676767676767,[0.5727539 0.4272461] [0.55162317 0.44837686] [0.55908203 0.44091797] [0.5439453 0.4560547] [0.60498047 0.39501953] [0.57114965 0.42885038] [0.6225586 0.3774414] [0.6113281  0.38867188] [0.5546875 0.4453125] [0.60253906 0.39746094] [0.54527706 0.45472297] [0.61733824 0.3826618 ] [0.5550403  0.44495973] [0.60805863 0.3919414 ] [0.61440784 0.3855922 ] [0.60190386 0.39809617] [0.55126953 0.44873047] [0.546875 0.453125] [0.62564105 0.37435898] [0.623383   0.37661704],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k,0.02,20000,20000,0.55,0.6969696969696969,[0.5587302  0.44126984] [0.5587302  0.44126984] [0.5541992  0.44580078] [0.58935547 0.41064453] [0.6307054 0.3692946] [0.62905985 0.37094018] [0.5855922  0.41440782] [0.62402344 0.37597656] [0.55162317 0.44837686] [0.63134766 0.36865234] [0.60498047 0.39501953] [0.57896024 0.4210398 ] [0.55615234 0.44384766] [0.6307054 0.3692946] [0.5527344  0.44726562] [0.62890625 0.37109375] [0.64160156 0.35839844] [0.557265   0.44273505] [0.5620117  0.43798828] [0.5551758  0.44482422],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k,0.02,20000,20000,0.6,0.625,[0.52454215 0.47545788] [0.52796096 0.47203907] [0.57958984 0.42041016] [0.6328125 0.3671875] [0.52600735 0.47399268] [0.53235656 0.46764347] [0.6303711 0.3696289] [0.5126953 0.4873047] [0.62222224 0.37777779] [0.5763126  0.42368743] [0.6279297 0.3720703] [0.5917969  0.40820312] [0.62857145 0.37142858] [0.5620117  0.43798828] [0.5283203 0.4716797] [0.52844936 0.47155067] [0.5439453 0.4560547] [0.62564105 0.37435898] [0.562149   0.43785104] [0.5361328 0.4638672],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
