dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,random_forest,0.02,10000,0,0.7,0.797979797979798,[0.65 0.35] [0.86 0.14] [0.8 0.2] [0.26 0.74] [0.49 0.51] [0.39 0.61] [0.15 0.85] [0.4 0.6] [0.88 0.12] [0.48 0.52] [0.53 0.47] [0.72 0.28] [0.3 0.7] [0.55 0.45] [0.62 0.38] [0.81 0.19] [0.66 0.34] [0.61 0.39] [0.77 0.23] [0.65 0.35],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,random_forest,0.02,10000,0,0.85,0.9696969696969696,[0.41 0.59] [0.72 0.28] [0.32 0.68] [0.65 0.35] [0.76 0.24] [0.54 0.46] [0.36 0.64] [0.51 0.49] [0.46 0.54] [0.63 0.37] [0.23 0.77] [0.37 0.63] [0.81 0.19] [0.28 0.72] [0.71 0.29] [0.39 0.61] [0.71 0.29] [0.33 0.67] [0.75 0.25] [0.38 0.62],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,random_forest,0.02,10000,0,0.85,0.9090909090909091,[0.67 0.33] [0.29 0.71] [0.56 0.44] [0.43 0.57] [0.7 0.3] [0.79 0.21] [0.87 0.13] [0.78 0.22] [0.44 0.56] [0.55 0.45] [0.54 0.46] [0.59 0.41] [0.45 0.55] [0.66 0.34] [0.82 0.18] [0.74 0.26] [0.42 0.58] [0.43 0.57] [0.64 0.36] [0.81 0.19],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,random_forest,0.02,10000,0,0.8,0.9292929292929293,[0.42 0.58] [0.4 0.6] [0.42 0.58] [0.3 0.7] [0.6 0.4] [0.49 0.51] [0.32 0.68] [0.67 0.33] [0.33 0.67] [0.75 0.25] [0.64 0.36] [0.39 0.61] [0.39 0.61] [0.63 0.37] [0.28 0.72] [0.83 0.17] [0.91 0.09] [0.28 0.72] [0.34 0.66] [0.32 0.68],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,random_forest,0.02,10000,0,0.8,0.8229166666666666,[0.28 0.72] [0.41 0.59] [0.62 0.38] [0.68 0.32] [0.35 0.65] [0.52 0.48] [0.65 0.35] [0.24 0.76] [0.82 0.18] [0.42 0.58] [0.8 0.2] [0.65 0.35] [0.81 0.19] [0.25 0.75] [0.43 0.57] [0.34 0.66] [0.8 0.2] [0.8 0.2] [0.38 0.62] [0.47 0.53],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,random_forest,0.02,20000,20000,0.65,0.6919191919191919,[0.58 0.42] [0.83 0.17] [0.8 0.2] [0.31 0.69] [0.46 0.54] [0.41 0.59] [0.43 0.57] [0.38 0.62] [0.78 0.22] [0.47 0.53] [0.71 0.29] [0.67 0.33] [0.38 0.62] [0.54 0.46] [0.73 0.27] [0.67 0.33] [0.48 0.52] [0.57 0.43] [0.66 0.34] [0.64 0.36],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,random_forest,0.02,20000,20000,0.85,0.9545454545454545,[0.47 0.53] [0.68 0.32] [0.45 0.55] [0.67 0.33] [0.6 0.4] [0.56 0.44] [0.41 0.59] [0.53 0.47] [0.58 0.42] [0.53 0.47] [0.46 0.54] [0.46 0.54] [0.67 0.33] [0.38 0.62] [0.67 0.33] [0.5 0.5] [0.61 0.39] [0.47 0.53] [0.66 0.34] [0.39 0.61],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,random_forest,0.02,20000,20000,0.75,0.8080808080808081,[0.65 0.35] [0.41 0.59] [0.49 0.51] [0.36 0.64] [0.63 0.37] [0.57 0.43] [0.79 0.21] [0.66 0.34] [0.44 0.56] [0.69 0.31] [0.5 0.5] [0.68 0.32] [0.5 0.5] [0.63 0.37] [0.65 0.35] [0.74 0.26] [0.46 0.54] [0.37 0.63] [0.68 0.32] [0.76 0.24],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,random_forest,0.02,20000,20000,0.75,0.7979797979797979,[0.46 0.54] [0.45 0.55] [0.52 0.48] [0.42 0.58] [0.74 0.26] [0.74 0.26] [0.5 0.5] [0.74 0.26] [0.41 0.59] [0.72 0.28] [0.61 0.39] [0.49 0.51] [0.44 0.56] [0.7 0.3] [0.31 0.69] [0.7 0.3] [0.76 0.24] [0.36 0.64] [0.35 0.65] [0.48 0.52],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,random_forest,0.02,20000,20000,0.7,0.7708333333333334,[0.39 0.61] [0.44 0.56] [0.67 0.33] [0.72 0.28] [0.43 0.57] [0.5 0.5] [0.56 0.44] [0.44 0.56] [0.76 0.24] [0.62 0.38] [0.79 0.21] [0.59 0.41] [0.71 0.29] [0.41 0.59] [0.41 0.59] [0.36 0.64] [0.57 0.43] [0.72 0.28] [0.51 0.49] [0.35 0.65],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
