dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,wide-v2-1.5k-nocat,0.5,10000,0,0.8,0.8383838383838383,[0.74090356 0.25909647] [0.82128906 0.17871094] [0.8148419  0.18515806] [0.36035156 0.63964844] [0.52893776 0.47106227] [0.3771052 0.6228948] [0.20986448 0.7901355 ] [0.42773438 0.5722656 ] [0.765625 0.234375] [0.51526254 0.4847375 ] [0.6166992  0.38330078] [0.64175826 0.35824177] [0.41064453 0.58935547] [0.52942616 0.47057387] [0.6748047 0.3251953] [0.80156213 0.19843788] [0.7057387 0.2942613] [0.69677734 0.30322266] [0.7626022  0.23739778] [0.71746033 0.2825397 ],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k-nocat,0.5,10000,0,0.9,0.9191919191919191,[0.22490843 0.7750916 ] [0.7949219  0.20507812] [0.25274727 0.74725276] [0.58740234 0.41259766] [0.8130875  0.18691246] [0.5058594  0.49414062] [0.4326172 0.5673828] [0.7011719  0.29882812] [0.63882786 0.36117217] [0.70458984 0.29541016] [0.17899878 0.82100123] [0.45277032 0.5472297 ] [0.70947266 0.29052734] [0.33170614 0.6682939 ] [0.7777371 0.2222629] [0.43164062 0.5683594 ] [0.67122287 0.32877716] [0.40673828 0.5932617 ] [0.61391944 0.3860806 ] [0.47496948 0.52503055],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k-nocat,0.5,10000,0,0.9,0.9797979797979798,[0.78134537 0.21865462] [0.2890625 0.7109375] [0.5654297 0.4345703] [0.4920635  0.50793654] [0.7163086 0.2836914] [0.8931754  0.10682456] [0.81581837 0.18418162] [0.8046875 0.1953125] [0.38330078 0.6166992 ] [0.6748047 0.3251953] [0.66748047 0.33251953] [0.58447266 0.41552734] [0.4013672 0.5986328] [0.4998779  0.50012213] [0.8183594  0.18164062] [0.8175824  0.18241759] [0.34310135 0.6568987 ] [0.38833293 0.6116671 ] [0.58921164 0.4107884 ] [0.7081807 0.2918193],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k-nocat,0.5,10000,0,0.9,0.9595959595959596,[0.6513672 0.3486328] [0.6526727  0.34732732] [0.53235656 0.46764347] [0.22675128 0.77324873] [0.7595802  0.24041982] [0.48095703 0.51904297] [0.1960928 0.8039072] [0.62890625 0.37109375] [0.46435547 0.53564453] [0.66748047 0.33251953] [0.74041516 0.25958487] [0.3541616  0.64583844] [0.61117893 0.3888211 ] [0.692702   0.30729803] [0.31347656 0.68652344] [0.7402344  0.25976562] [0.8033207  0.19667928] [0.4399414 0.5600586] [0.37484738 0.62515265] [0.47021484 0.52978516],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k-nocat,0.5,10000,0,0.85,0.8750000000000001,[0.35009766 0.64990234] [0.46178266 0.53821737] [0.75234956 0.24765043] [0.7836914 0.2163086] [0.41782662 0.5821734 ] [0.5982906 0.4017094] [0.6697584  0.33024165] [0.36361417 0.63638586] [0.8634921  0.13650794] [0.26398048 0.73601955] [0.72558594 0.27441406] [0.5973138 0.4026862] [0.84737486 0.15262516] [0.31054688 0.6894531 ] [0.5620117  0.43798828] [0.33642578 0.6635742 ] [0.78603685 0.21396314] [0.75097656 0.24902344] [0.22851562 0.7714844 ] [0.49902344 0.50097656],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-1.5k-nocat,0.5,20000,20000,0.75,0.7171717171717171,[0.58447266 0.41552734] [0.79052734 0.20947266] [0.7919922  0.20800781] [0.46031746 0.53968257] [0.5008543  0.49914572] [0.4555664 0.5444336] [0.43896484 0.56103516] [0.484375 0.515625] [0.7527459  0.24725409] [0.4970703 0.5029297] [0.68310547 0.31689453] [0.68652344 0.31347656] [0.45592186 0.5440782 ] [0.57421875 0.42578125] [0.7312668  0.26873323] [0.5501587  0.44984135] [0.5770076  0.42299244] [0.5738706  0.42612943] [0.7109375 0.2890625] [0.7572318  0.24276821],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-1.5k-nocat,0.5,20000,20000,0.75,0.8787878787878788,[0.53382176 0.46617827] [0.6665039 0.3334961] [0.4901099  0.50989014] [0.59375 0.40625] [0.5728938  0.42710623] [0.6243593  0.37564072] [0.49560547 0.50439453] [0.4847375  0.51526254] [0.56103516 0.43896484] [0.5449219  0.45507812] [0.48339844 0.51660156] [0.52685547 0.47314453] [0.67041016 0.32958984] [0.47838828 0.52161175] [0.64501953 0.35498047] [0.49267578 0.5073242 ] [0.62466425 0.37533578] [0.5239258  0.47607422] [0.62777644 0.3722236 ] [0.50183064 0.4981694 ],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-1.5k-nocat,0.5,20000,20000,0.65,0.797979797979798,[0.5846154  0.41538462] [0.49804688 0.5019531 ] [0.578125 0.421875] [0.48376068 0.51623935] [0.63931626 0.36068377] [0.60546875 0.39453125] [0.6827839  0.31721613] [0.6435547 0.3564453] [0.50878906 0.49121094] [0.6912375  0.30876252] [0.4959707  0.50402933] [0.65283203 0.34716797] [0.53724056 0.46275946] [0.6282646  0.37173542] [0.68049794 0.3195021 ] [0.6744811  0.32551894] [0.51965815 0.48034188] [0.46923828 0.5307617 ] [0.66748047 0.33251953] [0.6845703 0.3154297],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-1.5k-nocat,0.5,20000,20000,0.7,0.9090909090909091,[0.56968516 0.43031487] [0.5541992  0.44580078] [0.54212457 0.45787546] [0.4951172 0.5048828] [0.68196243 0.3180376 ] [0.5882353 0.4117647] [0.5472297  0.45277032] [0.62597656 0.37402344] [0.52454215 0.47545788] [0.61865234 0.38134766] [0.59765625 0.40234375] [0.50354093 0.4964591 ] [0.53186816 0.46813187] [0.66780573 0.3321943 ] [0.48327228 0.51672775] [0.6580425  0.34195754] [0.70637053 0.2936295 ] [0.47070312 0.5292969 ] [0.50927734 0.49072266] [0.5463867  0.45361328],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-1.5k-nocat,0.5,20000,20000,0.65,0.6666666666666666,[0.44886503 0.551135  ] [0.43652344 0.56347656] [0.5317383  0.46826172] [0.7686485  0.23135148] [0.37841797 0.62158203] [0.4905983  0.50940174] [0.65364903 0.346351  ] [0.4013672 0.5986328] [0.7444472  0.25555286] [0.4989011  0.50109893] [0.72052723 0.2794728 ] [0.57993656 0.42006347] [0.7966805 0.2033195] [0.4633789 0.5366211] [0.4248047 0.5751953] [0.51464844 0.48535156] [0.6209422  0.37905785] [0.69074935 0.30925068] [0.45543346 0.5445666 ] [0.5292969  0.47070312],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
