dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,wide-v2-8k,0.02,10000,0,0.8,0.8888888888888888,[0.85281914 0.14718087] [0.959297   0.04070299] [0.9560839  0.04391614] [0.18935417 0.8106458 ] [0.6691087  0.33089134] [0.3383789 0.6616211] [0.1048712 0.8951288] [0.44091797 0.55908203] [0.84884006 0.15115996] [0.6098633  0.39013672] [0.6567383  0.34326172] [0.7862288  0.21377121] [0.4195753 0.5804247] [0.6448621 0.3551379] [0.83935547 0.16064453] [0.91026735 0.08973263] [0.88579625 0.11420375] [0.8499939 0.1500061] [0.7839883  0.21601172] [0.8779297  0.12207031],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-8k,0.02,10000,0,0.9,0.9797979797979798,[0.39956066 0.60043937] [0.9014222 0.0985778] [0.2039072 0.7960928] [0.8619216  0.13807838] [0.82216525 0.17783473] [0.54114777 0.45885226] [0.28271484 0.71728516] [0.55810547 0.44189453] [0.64404297 0.35595703] [0.6031746 0.3968254] [0.19619094 0.80380905] [0.33496094 0.66503906] [0.89350015 0.10649985] [0.2944336 0.7055664] [0.8720703  0.12792969] [0.3251953 0.6748047] [0.90565115 0.09434883] [0.34960938 0.6503906 ] [0.7871094  0.21289062] [0.47838828 0.52161175],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-8k,0.02,10000,0,0.85,0.898989898989899,[0.79043084 0.20956914] [0.31152344 0.68847656] [0.5601954  0.43980464] [0.4132292  0.58677083] [0.77060187 0.22939812] [0.9086914  0.09130859] [0.92155546 0.07844454] [0.8198242  0.18017578] [0.3860806  0.61391944] [0.82431936 0.17568062] [0.60903543 0.3909646 ] [0.7988281  0.20117188] [0.4086914 0.5913086] [0.54820603 0.451794  ] [0.9480975  0.05190248] [0.89246917 0.10753082] [0.37451172 0.6254883 ] [0.35709056 0.64290947] [0.8416941  0.15830587] [0.87831074 0.12168925],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-8k,0.02,10000,0,0.85,0.9090909090909091,[0.7032967 0.2967033] [0.6945055  0.30549452] [0.53089136 0.46910867] [0.2755675 0.7244325] [0.8509703  0.14902966] [0.6225586 0.3774414] [0.35351562 0.6464844 ] [0.7759736  0.22402637] [0.33284494 0.6671551 ] [0.82100123 0.17899878] [0.7662068  0.23379318] [0.39746094 0.60253906] [0.68603516 0.31396484] [0.80283237 0.19716762] [0.30126953 0.69873047] [0.8930119 0.1069881] [0.92844933 0.07155067] [0.47460938 0.5253906 ] [0.3642578 0.6357422] [0.34765625 0.65234375],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-8k,0.02,10000,0,0.75,0.8541666666666666,[0.29541016 0.70458984] [0.2890625 0.7109375] [0.89029974 0.10970026] [0.9065723  0.09342772] [0.31721613 0.6827839 ] [0.6778999  0.32210013] [0.8635587 0.1364413] [0.3720703 0.6279297] [0.91883314 0.08116685] [0.22021484 0.77978516] [0.8140642  0.18593578] [0.66015625 0.33984375] [0.9688239  0.03117608] [0.2796093  0.72039074] [0.41001222 0.5899878 ] [0.24014162 0.75985837] [0.89002806 0.10997193] [0.92268264 0.07731739] [0.24062996 0.75937   ] [0.63785106 0.36214897],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,wide-v2-8k,0.02,20000,20000,0.6,0.6060606060606061,[0.5804247 0.4195753] [0.9566305  0.04336945] [0.964726   0.03527401] [0.6834269 0.3165731] [0.43931624 0.5606838 ] [0.7032967 0.2967033] [0.39404297 0.60595703] [0.50097656 0.49902344] [0.9644732 0.0355268] [0.52356535 0.47643468] [0.8822165  0.11778347] [0.9429574  0.05704258] [0.34765625 0.65234375] [0.7102758 0.2897242] [0.94832903 0.05167099] [0.64746094 0.35253906] [0.70751953 0.29248047] [0.71794873 0.2820513 ] [0.9388502  0.06114976] [0.94106156 0.05893844],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,wide-v2-8k,0.02,20000,20000,0.8,0.8181818181818181,[0.5136719  0.48632812] [0.8184593  0.18154071] [0.4312912  0.56870884] [0.8746185  0.12538151] [0.6453503  0.35464975] [0.8572126  0.14278741] [0.31721613 0.6827839 ] [0.2830281  0.71697193] [0.46715507 0.53284496] [0.58154297 0.41845703] [0.32958984 0.67041016] [0.5641026  0.43589744] [0.8617112  0.13828878] [0.3722236  0.62777644] [0.78134537 0.21865462] [0.38442764 0.6155724 ] [0.8652344  0.13476562] [0.44335938 0.5566406 ] [0.87391675 0.12608324] [0.47509766 0.52490234],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,wide-v2-8k,0.02,20000,20000,0.75,0.7828282828282829,[0.6632479  0.33675215] [0.25439453 0.74560547] [0.6152344  0.38476562] [0.30695972 0.6930403 ] [0.843853   0.15614699] [0.7809524  0.21904762] [0.9117324  0.08826761] [0.89860207 0.10139796] [0.43066406 0.56933594] [0.8819436 0.1180564] [0.33203125 0.66796875] [0.87679255 0.12320742] [0.6632479  0.33675215] [0.8321328  0.16786717] [0.91432756 0.08567245] [0.8846036  0.11539635] [0.36035156 0.63964844] [0.25878906 0.74121094] [0.9022887  0.09771132] [0.92518    0.07481997],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,wide-v2-8k,0.02,20000,20000,0.75,0.8484848484848485,[0.53466797 0.46533203] [0.41859898 0.58140105] [0.47448108 0.52551895] [0.43687424 0.5631258 ] [0.85410815 0.14589183] [0.8466797  0.15332031] [0.5472297  0.45277032] [0.74334556 0.25665447] [0.36703297 0.63296705] [0.8417969  0.15820312] [0.8041992  0.19580078] [0.46129426 0.53870577] [0.3566024 0.6433976] [0.8673993  0.13260074] [0.23583984 0.76416016] [0.8570382  0.14296179] [0.9042969  0.09570312] [0.29541016 0.70458984] [0.29785156 0.70214844] [0.35107422 0.6489258 ],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,wide-v2-8k,0.02,20000,20000,0.65,0.6249999999999999,[0.33447266 0.66552734] [0.30908203 0.69091797] [0.7246094  0.27539062] [0.93310547 0.06689453] [0.28044912 0.7195509 ] [0.52441406 0.47558594] [0.8720703  0.12792969] [0.17030887 0.8296911 ] [0.9115098  0.08849017] [0.7011719  0.29882812] [0.89952385 0.10047613] [0.75634766 0.24365234] [0.93235654 0.06764347] [0.5097656  0.49023438] [0.21933357 0.7806664 ] [0.3811966  0.61880344] [0.6268001 0.3731999] [0.9238281  0.07617188] [0.6274414 0.3725586] [0.38930926 0.6106908 ],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
