dataset_id,fold,checkpoint,sparsity,features,features_added,accuracy,roc_auc_score,prediction_probas,ground_truth
41157,0,v2,0.25,10000,0,0.65,0.8282828282828283,[0.42333984 0.57666016] [0.85253906 0.14746094] [0.82470703 0.17529297] [0.47838828 0.52161175] [0.88579625 0.11420375] [0.23379318 0.7662068 ] [0.12597656 0.87402344] [0.27361485 0.7263852 ] [0.67122287 0.32877716] [0.61215526 0.38784477] [0.5677325  0.43226752] [0.6191406  0.38085938] [0.34407815 0.6559219 ] [0.82735044 0.17264958] [0.51330894 0.4866911 ] [0.36083984 0.63916016] [0.79833984 0.20166016] [0.4210398  0.57896024] [0.63134766 0.36865234] [0.70947266 0.29052734],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,v2,0.25,10000,0,0.75,0.7878787878787878,[0.65072006 0.34927997] [0.82714844 0.17285156] [0.17919922 0.8208008 ] [0.3968254 0.6031746] [0.23398022 0.76601976] [0.3006105 0.6993895] [0.48131868 0.51868135] [0.8083964  0.19160362] [0.16092797 0.83907205] [0.52942616 0.47057387] [0.06477016 0.93522984] [0.33398438 0.6660156 ] [0.7156456  0.28435442] [0.5654297 0.4345703] [0.4345703 0.5654297] [0.2967033 0.7032967] [0.72394437 0.27605566] [0.2411183 0.7588817] [0.5151367  0.48486328] [0.23828125 0.76171875],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,v2,0.25,10000,0,0.7,0.6969696969696969,[0.44642422 0.5535758 ] [0.3330078 0.6669922] [0.7302905  0.26970956] [0.40283203 0.59716797] [0.6961191 0.3038809] [0.5753358  0.42466423] [0.42885038 0.57114965] [0.7708079 0.2291921] [0.71728516 0.28271484] [0.6862027  0.31379732] [0.51464844 0.48535156] [0.55552846 0.44447157] [0.44447157 0.55552846] [0.6533203 0.3466797] [0.60757023 0.3924298 ] [0.50207573 0.4979243 ] [0.19160362 0.8083964 ] [0.65625 0.34375] [0.45996094 0.54003906] [0.57749575 0.42250428],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,v2,0.25,10000,0,0.7,0.6464646464646464,[0.7115995 0.2884005] [0.25225887 0.74774116] [0.63021725 0.36978278] [0.45592186 0.5440782 ] [0.7519531  0.24804688] [0.71794873 0.2820513 ] [0.31884766 0.68115234] [0.60839844 0.39160156] [0.8339844  0.16601562] [0.67512816 0.32487187] [0.76220703 0.23779297] [0.7219917 0.2780083] [0.75213677 0.24786325] [0.66552734 0.33447266] [0.75018317 0.24981685] [0.8687584 0.1312416] [0.7694373  0.23056267] [0.43701172 0.5629883 ] [0.7224799  0.27752015] [0.32551894 0.6744811 ],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,v2,0.25,10000,0,0.8,0.7500000000000001,[0.17919922 0.8208008 ] [0.21884535 0.78115463] [0.54527706 0.45472297] [0.6723633  0.32763672] [0.26904297 0.73095703] [0.6308594  0.36914062] [0.73535156 0.26464844] [0.83963877 0.16036125] [0.6166992  0.38330078] [0.3701172 0.6298828] [0.7102758 0.2897242] [0.31689453 0.68310547] [0.6386719  0.36132812] [0.47692308 0.52307695] [0.34277344 0.65722656] [0.39370272 0.6062973 ] [0.62173384 0.3782662 ] [0.8070304 0.1929696] [0.47594628 0.52405375] [0.4560547 0.5439453],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
41157,0,v2,0.25,20000,20000,0.55,0.8080808080808081,[0.5904762  0.40952381] [0.57666016 0.42333984] [0.57373047 0.42626953] [0.5601954  0.43980464] [0.5683594  0.43164062] [0.5855922  0.41440782] [0.58140105 0.41859898] [0.56870884 0.4312912 ] [0.5724054  0.42759463] [0.5708008  0.42919922] [0.5649414 0.4350586] [0.5673828 0.4326172] [0.56933594 0.43066406] [0.57114965 0.42885038] [0.5682207  0.43177935] [0.5888672 0.4111328] [0.5727539 0.4272461] [0.5882353 0.4117647] [0.5703125 0.4296875] [0.57470703 0.42529297],0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0
41157,1,v2,0.25,20000,20000,0.55,0.5555555555555556,[0.5924298 0.4075702] [0.56968516 0.43031487] [0.57896024 0.4210398 ] [0.5605469  0.43945312] [0.59765625 0.40234375] [0.5652917  0.43470833] [0.5738706  0.42612943] [0.58154297 0.41845703] [0.5961914 0.4038086] [0.5851038  0.41489622] [0.5776367  0.42236328] [0.56884766 0.43115234] [0.5626374  0.43736264] [0.5758242  0.42417583] [0.57421875 0.42578125] [0.5826618  0.41733822] [0.5667562  0.43324384] [0.5779839 0.4220161] [0.56347656 0.43652344] [0.5606838  0.43931624],0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1
41157,2,v2,0.25,20000,20000,0.55,0.7626262626262627,[0.5883789 0.4116211] [0.56724435 0.43275568] [0.5763126  0.42368743] [0.56640625 0.43359375] [0.56724435 0.43275568] [0.5917969  0.40820312] [0.56640625 0.43359375] [0.5673828 0.4326172] [0.5857945  0.41420552] [0.56933594 0.43066406] [0.5673828 0.4326172] [0.5629883  0.43701172] [0.56724435 0.43275568] [0.559707   0.44029304] [0.56884766 0.43115234] [0.56884766 0.43115234] [0.5703125 0.4296875] [0.5606838  0.43931624] [0.5636142  0.43638584] [0.56591797 0.43408203],0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0
41157,3,v2,0.25,20000,20000,0.55,0.5858585858585859,[0.57993656 0.42006347] [0.57993656 0.42006347] [0.58251953 0.41748047] [0.5738706  0.42612943] [0.564591   0.43540904] [0.5611722  0.43882784] [0.57749575 0.42250428] [0.56933594 0.43066406] [0.57749575 0.42250428] [0.5652917  0.43470833] [0.58691406 0.41308594] [0.5854492  0.41455078] [0.57749575 0.42250428] [0.56870884 0.4312912 ] [0.56577986 0.43422017] [0.571917   0.42808303] [0.57470703 0.42529297] [0.56577986 0.43422017] [0.56396484 0.43603516] [0.5804247 0.4195753],0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 1
41157,4,v2,0.25,20000,20000,0.6,0.5416666666666666,[0.5550403  0.44495973] [0.5605469  0.43945312] [0.5722656  0.42773438] [0.5582418  0.44175825] [0.5644531  0.43554688] [0.566268 0.433732] [0.55029297 0.44970703] [0.5611722  0.43882784] [0.557265   0.44273505] [0.5641026  0.43589744] [0.56724435 0.43275568] [0.5571289 0.4428711] [0.564591   0.43540904] [0.55615234 0.44384766] [0.562149   0.43785104] [0.56347656 0.43652344] [0.5758242  0.42417583] [0.5587302  0.44126984] [0.5654297 0.4345703] [0.56870884 0.4312912 ],1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
